NO;KODE_PTN;NAMA_PTN;KODE_PRODI;NAMA_PRODI;JENJANG;DAYA_TAMPUNG_2026;PEMINAT_2025;JENIS_PORTOFOLIO
40;1192;INSTITUT TEKNOLOGI SUMATERA;11921040;PARIWISATA;Sarjana;32;212;Tidak Ada
41;1192;INSTITUT TEKNOLOGI SUMATERA;11921041;REKAYASA KEOLAHRAGAAN;Sarjana;26;46;Tidak Ada
1;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111001;TEKNIK MESIN;Sarjana;55;474;Tidak Ada
2;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111002;TEKNIK ELEKTRO;Sarjana;55;561;Tidak Ada
3;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111003;TEKNIK INDUSTRI;Sarjana;55;1139;Tidak Ada
4;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111004;TEKNIK METALURGI;Sarjana;32;586;Tidak Ada
5;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111005;TEKNIK KIMIA;Sarjana;55;475;Tidak Ada
6;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111006;TEKNIK SIPIL;Sarjana;55;619;Tidak Ada
7;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111007;AGRIBISNIS;Sarjana;82;538;Tidak Ada
8;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111008;AGROEKOTEKNOLOGI;Sarjana;90;478;Tidak Ada
9;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111009;ILMU PERIKANAN;Sarjana;62;174;Tidak Ada
10;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111010;PENDIDIKAN BIOLOGI;Sarjana;50;337;Tidak Ada
11;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111011;PENDIDIKAN MATEMATIKA;Sarjana;72;319;Tidak Ada
12;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111012;PENDIDIKAN VOKASIONAL TEKNIK ELEKTRO;Sarjana;30;101;Tidak Ada
13;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111013;PENDIDIKAN VOKASIONAL TEKNIK MESIN;Sarjana;32;81;Tidak Ada
14;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111014;PENDIDIKAN FISIKA;Sarjana;32;141;Tidak Ada
15;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111015;PENDIDIKAN KIMIA;Sarjana;45;181;Tidak Ada
16;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111016;PENDIDIKAN IPA;Sarjana;35;159;Tidak Ada
17;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111017;TEKNOLOGI PANGAN;Sarjana;52;568;Tidak Ada
18;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111018;ILMU KEOLAHRAGAAN;Sarjana;20;154;Olahraga
19;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111019;GIZI;Sarjana;22;658;Tidak Ada
20;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111020;KEDOKTERAN;Sarjana;13;511;Tidak Ada
21;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111021;INFORMATIKA;Sarjana;44;1176;Tidak Ada
22;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111022;KEPERAWATAN;Sarjana;24;1137;Tidak Ada
23;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111023;ILMU KELAUTAN;Sarjana;44;207;Tidak Ada
24;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111024;HUKUM;Sarjana;173;1017;Tidak Ada
25;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111025;MANAJEMEN;Sarjana;83;1814;Tidak Ada
26;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111026;AKUNTANSI;Sarjana;83;1275;Tidak Ada
27;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111027;EKONOMI PEMBANGUNAN;Sarjana;63;457;Tidak Ada
28;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111028;ADMINISTRASI PUBLIK;Sarjana;74;1063;Tidak Ada
29;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111029;ILMU KOMUNIKASI;Sarjana;89;1529;Tidak Ada
30;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111030;PENDIDIKAN NON FORMAL;Sarjana;38;99;Tidak Ada
31;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111031;PENDIDIKAN BAHASA INDONESIA;Sarjana;75;506;Tidak Ada
32;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111032;PENDIDIKAN BAHASA INGGRIS;Sarjana;65;525;Tidak Ada
33;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111033;PENDIDIKAN GURU SEKOLAH DASAR;Sarjana;45;971;Tidak Ada
34;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111034;PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI;Sarjana;53;185;Tidak Ada
35;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111035;EKONOMI SYARIAH;Sarjana;63;342;Tidak Ada
36;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111036;PENDIDIKAN SOSIOLOGI;Sarjana;38;337;Tidak Ada
37;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111037;PENDIDIKAN SEJARAH;Sarjana;38;284;Tidak Ada
38;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111038;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;Sarjana;38;205;Tidak Ada
39;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111039;PENDIDIKAN SENI PERTUNJUKAN;Sarjana;30;79;Sendratasik
40;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111040;BIMBINGAN DAN KONSELING;Sarjana;43;733;Tidak Ada
41;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111041;PENDIDIKAN KHUSUS;Sarjana;33;98;Tidak Ada
42;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111042;ILMU PEMERINTAHAN;Sarjana;62;452;Tidak Ada
43;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111049;PETERNAKAN;Sarjana;44;171;Tidak Ada
44;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13111050;STATISTIKA;Sarjana;20;147;Tidak Ada
45;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13113044;AKUNTANSI;Diploma Tiga;38;125;Tidak Ada
46;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13113045;PERBANKAN DAN KEUANGAN;Diploma Tiga;38;158;Tidak Ada
47;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13113047;MANAJEMEN PEMASARAN;Diploma Tiga;38;148;Tidak Ada
48;1311;UNIVERSITAS SULTAN AGENG TIRTAYASA;13113048;ADMINISTRASI PAJAK;Diploma Tiga;38;162;Tidak Ada
1;1321;UNIVERSITAS INDONESIA;13211001;PENDIDIKAN DOKTER;Sarjana;60;2056;Tidak Ada
2;1321;UNIVERSITAS INDONESIA;13211002;PENDIDIKAN DOKTER GIGI;Sarjana;31;540;Tidak Ada
3;1321;UNIVERSITAS INDONESIA;13211003;MATEMATIKA;Sarjana;16;262;Tidak Ada
4;1321;UNIVERSITAS INDONESIA;13211004;FISIKA;Sarjana;28;212;Tidak Ada
5;1321;UNIVERSITAS INDONESIA;13211005;KIMIA;Sarjana;28;307;Tidak Ada
6;1321;UNIVERSITAS INDONESIA;13211006;BIOLOGI;Sarjana;27;288;Tidak Ada
7;1321;UNIVERSITAS INDONESIA;13211007;FARMASI;Sarjana;39;814;Tidak Ada
8;1321;UNIVERSITAS INDONESIA;13211008;GEOGRAFI;Sarjana;28;245;Tidak Ada
9;1321;UNIVERSITAS INDONESIA;13211009;TEKNIK SIPIL;Sarjana;40;553;Tidak Ada
10;1321;UNIVERSITAS INDONESIA;13211010;TEKNIK MESIN;Sarjana;40;460;Tidak Ada
11;1321;UNIVERSITAS INDONESIA;13211011;TEKNIK ELEKTRO;Sarjana;30;505;Tidak Ada
12;1321;UNIVERSITAS INDONESIA;13211012;TEKNIK METALURGI & MATERIAL;Sarjana;34;460;Tidak Ada
13;1321;UNIVERSITAS INDONESIA;13211013;ARSITEKTUR;Sarjana;16;465;Tidak Ada
14;1321;UNIVERSITAS INDONESIA;13211014;TEKNIK KIMIA;Sarjana;29;488;Tidak Ada
15;1321;UNIVERSITAS INDONESIA;13211015;ILMU KEPERAWATAN;Sarjana;50;678;Tidak Ada
16;1321;UNIVERSITAS INDONESIA;13211016;ILMU KOMPUTER;Sarjana;50;1176;Tidak Ada
17;1321;UNIVERSITAS INDONESIA;13211017;ILMU KESEHATAN MASYARAKAT;Sarjana;45;642;Tidak Ada
18;1321;UNIVERSITAS INDONESIA;13211018;TEKNIK INDUSTRI;Sarjana;47;898;Tidak Ada
19;1321;UNIVERSITAS INDONESIA;13211019;TEKNIK PERKAPALAN;Sarjana;26;252;Tidak Ada
20;1321;UNIVERSITAS INDONESIA;13211020;TEKNIK LINGKUNGAN;Sarjana;24;399;Tidak Ada
21;1321;UNIVERSITAS INDONESIA;13211021;TEKNIK KOMPUTER;Sarjana;22;488;Tidak Ada
22;1321;UNIVERSITAS INDONESIA;13211022;SISTEM INFORMASI;Sarjana;50;952;Tidak Ada
23;1321;UNIVERSITAS INDONESIA;13211023;ARSITEKTUR INTERIOR;Sarjana;10;266;Tidak Ada
24;1321;UNIVERSITAS INDONESIA;13211024;TEKNOLOGI BIOPROSES;Sarjana;14;341;Tidak Ada
25;1321;UNIVERSITAS INDONESIA;13211025;GIZI;Sarjana;13;355;Tidak Ada
26;1321;UNIVERSITAS INDONESIA;13211026;KESEHATAN LINGKUNGAN;Sarjana;13;221;Tidak Ada
27;1321;UNIVERSITAS INDONESIA;13211027;KESELAMATAN DAN KESEHATAN KERJA;Sarjana;18;475;Tidak Ada
28;1321;UNIVERSITAS INDONESIA;13211028;GEOFISIKA;Sarjana;16;248;Tidak Ada
29;1321;UNIVERSITAS INDONESIA;13211029;GEOLOGI;Sarjana;16;243;Tidak Ada
30;1321;UNIVERSITAS INDONESIA;13211030;STATISTIKA;Sarjana;16;293;Tidak Ada
31;1321;UNIVERSITAS INDONESIA;13211031;AKTUARIA;Sarjana;16;376;Tidak Ada
32;1321;UNIVERSITAS INDONESIA;13211032;TEKNIK BIOMEDIS;Sarjana;10;261;Tidak Ada
33;1321;UNIVERSITAS INDONESIA;13211033;ILMU HUKUM;Sarjana;114;1787;Tidak Ada
34;1321;UNIVERSITAS INDONESIA;13211034;ARKEOLOGI INDONESIA;Sarjana;16;171;Tidak Ada
35;1321;UNIVERSITAS INDONESIA;13211035;ILMU SEJARAH;Sarjana;16;165;Tidak Ada
36;1321;UNIVERSITAS INDONESIA;13211036;ILMU PSIKOLOGI;Sarjana;66;1307;Tidak Ada
37;1321;UNIVERSITAS INDONESIA;13211037;ILMU KOMUNIKASI;Sarjana;33;1080;Tidak Ada
38;1321;UNIVERSITAS INDONESIA;13211038;ILMU POLITIK;Sarjana;16;274;Tidak Ada
39;1321;UNIVERSITAS INDONESIA;13211039;ILMU ADMINISTRASI NEGARA;Sarjana;33;498;Tidak Ada
40;1321;UNIVERSITAS INDONESIA;13211040;KRIMINOLOGI;Sarjana;15;641;Tidak Ada
41;1321;UNIVERSITAS INDONESIA;13211041;SOSIOLOGI;Sarjana;16;294;Tidak Ada
42;1321;UNIVERSITAS INDONESIA;13211042;ILMU KESEJAHTERAAN SOSIAL;Sarjana;16;277;Tidak Ada
43;1321;UNIVERSITAS INDONESIA;13211043;ANTROPOLOGI SOSIAL;Sarjana;16;238;Tidak Ada
44;1321;UNIVERSITAS INDONESIA;13211044;ILMU EKONOMI;Sarjana;30;556;Tidak Ada
45;1321;UNIVERSITAS INDONESIA;13211045;ILMU ADMINISTRASI NIAGA;Sarjana;33;586;Tidak Ada
46;1321;UNIVERSITAS INDONESIA;13211046;ILMU ADMINISTRASI FISKAL;Sarjana;33;558;Tidak Ada
47;1321;UNIVERSITAS INDONESIA;13211047;MANAJEMEN;Sarjana;60;1506;Tidak Ada
48;1321;UNIVERSITAS INDONESIA;13211048;AKUNTANSI;Sarjana;60;1516;Tidak Ada
49;1321;UNIVERSITAS INDONESIA;13211049;ILMU HUBUNGAN INTERNASIONAL;Sarjana;12;582;Tidak Ada
50;1321;UNIVERSITAS INDONESIA;13211050;ILMU PERPUSTAKAAN;Sarjana;16;187;Tidak Ada
51;1321;UNIVERSITAS INDONESIA;13211051;ILMU FILSAFAT;Sarjana;16;154;Tidak Ada
52;1321;UNIVERSITAS INDONESIA;13211052;SASTRA INDONESIA;Sarjana;16;234;Tidak Ada
53;1321;UNIVERSITAS INDONESIA;13211053;SASTRA DAERAH UNTUK SASTRA JAWA;Sarjana;16;64;Tidak Ada
54;1321;UNIVERSITAS INDONESIA;13211054;SASTRA JEPANG;Sarjana;16;357;Tidak Ada
55;1321;UNIVERSITAS INDONESIA;13211055;SASTRA CINA;Sarjana;16;364;Tidak Ada
56;1321;UNIVERSITAS INDONESIA;13211056;SASTRA ARAB;Sarjana;16;272;Tidak Ada
57;1321;UNIVERSITAS INDONESIA;13211057;SASTRA PERANCIS;Sarjana;11;131;Tidak Ada
58;1321;UNIVERSITAS INDONESIA;13211058;SASTRA INGGRIS;Sarjana;16;395;Tidak Ada
59;1321;UNIVERSITAS INDONESIA;13211059;SASTRA JERMAN;Sarjana;11;171;Tidak Ada
60;1321;UNIVERSITAS INDONESIA;13211060;SASTRA BELANDA;Sarjana;16;170;Tidak Ada
61;1321;UNIVERSITAS INDONESIA;13211061;SASTRA RUSIA;Sarjana;16;123;Tidak Ada
62;1321;UNIVERSITAS INDONESIA;13211062;BAHASA DAN KEBUDAYAAN KOREA;Sarjana;11;223;Tidak Ada
63;1321;UNIVERSITAS INDONESIA;13211063;ILMU EKONOMI ISLAM;Sarjana;10;200;Tidak Ada
64;1321;UNIVERSITAS INDONESIA;13211064;BISNIS ISLAM;Sarjana;10;194;Tidak Ada
65;1321;UNIVERSITAS INDONESIA;13211080;KECERDASAN ARTIFISIAL;Sarjana;12;;Tidak Ada
66;1321;UNIVERSITAS INDONESIA;13212065;MANAJEMEN BISNIS PARIWISATA;Sarjana Terapan;31;422;Tidak Ada
67;1321;UNIVERSITAS INDONESIA;13212066;TERAPI OKUPASI;Sarjana Terapan;31;391;Tidak Ada
68;1321;UNIVERSITAS INDONESIA;13212067;FISIOTERAPI;Sarjana Terapan;31;513;Tidak Ada
69;1321;UNIVERSITAS INDONESIA;13212068;MANAJEMEN REKOD DAN ARSIP;Sarjana Terapan;31;515;Tidak Ada
70;1321;UNIVERSITAS INDONESIA;13212078;BISNIS KREATIF;Sarjana Terapan;31;497;Tidak Ada
71;1321;UNIVERSITAS INDONESIA;13212079;PRODUKSI MEDIA;Sarjana Terapan;31;679;Tidak Ada
72;1321;UNIVERSITAS INDONESIA;13213069;ADMINISTRASI PERPAJAKAN;Diploma Tiga;20;263;Tidak Ada
73;1321;UNIVERSITAS INDONESIA;13213070;ADMINISTRASI PERKANTORAN;Diploma Tiga;20;275;Tidak Ada
74;1321;UNIVERSITAS INDONESIA;13213071;ADMINISTRASI RUMAH SAKIT;Diploma Tiga;20;271;Tidak Ada
75;1321;UNIVERSITAS INDONESIA;13213072;PENYIARAN MULTIMEDIA;Diploma Tiga;20;230;Tidak Ada
76;1321;UNIVERSITAS INDONESIA;13213073;ADMINISTRASI ASURANSI & AKTUARIA;Diploma Tiga;20;159;Tidak Ada
77;1321;UNIVERSITAS INDONESIA;13213074;HUBUNGAN MASYARAKAT;Diploma Tiga;20;245;Tidak Ada
78;1321;UNIVERSITAS INDONESIA;13213075;PERIKLANAN KREATIF;Diploma Tiga;20;324;Tidak Ada
79;1321;UNIVERSITAS INDONESIA;13213076;AKUNTANSI;Diploma Tiga;20;281;Tidak Ada
80;1321;UNIVERSITAS INDONESIA;13213077;ADMINISTRASI KEUANGAN DAN PERBANKAN;Diploma Tiga;20;256;Tidak Ada
1;1323;UNIVERSITAS NEGERI JAKARTA;13231001;PENDIDIKAN MATEMATIKA;Sarjana;24;271;Tidak Ada
2;1323;UNIVERSITAS NEGERI JAKARTA;13231002;PENDIDIKAN FISIKA;Sarjana;16;75;Tidak Ada
3;1323;UNIVERSITAS NEGERI JAKARTA;13231003;PENDIDIKAN KIMIA;Sarjana;19;134;Tidak Ada
4;1323;UNIVERSITAS NEGERI JAKARTA;13231004;PENDIDIKAN BIOLOGI;Sarjana;24;239;Tidak Ada
5;1323;UNIVERSITAS NEGERI JAKARTA;13231005;MATEMATIKA;Sarjana;20;222;Tidak Ada
6;1323;UNIVERSITAS NEGERI JAKARTA;13231006;FISIKA;Sarjana;20;144;Tidak Ada
7;1323;UNIVERSITAS NEGERI JAKARTA;13231007;KIMIA;Sarjana;20;302;Tidak Ada
8;1323;UNIVERSITAS NEGERI JAKARTA;13231008;BIOLOGI;Sarjana;24;316;Tidak Ada
9;1323;UNIVERSITAS NEGERI JAKARTA;13231009;PENDIDIKAN TEKNIK ELEKTRO;Sarjana;18;305;Tidak Ada
10;1323;UNIVERSITAS NEGERI JAKARTA;13231010;PENDIDIKAN TEKNIK MESIN;Sarjana;18;165;Tidak Ada
11;1323;UNIVERSITAS NEGERI JAKARTA;13231011;PENDIDIKAN TEKNIK BANGUNAN;Sarjana;18;171;Tidak Ada
12;1323;UNIVERSITAS NEGERI JAKARTA;13231012;ILMU KEOLAHRAGAAN;Sarjana;24;201;Olahraga
13;1323;UNIVERSITAS NEGERI JAKARTA;13231013;PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER;Sarjana;17;325;Tidak Ada
14;1323;UNIVERSITAS NEGERI JAKARTA;13231014;PENDIDIKAN TEKNIK ELEKTRONIKA;Sarjana;18;117;Tidak Ada
15;1323;UNIVERSITAS NEGERI JAKARTA;13231015;ILMU KOMPUTER;Sarjana;16;1160;Tidak Ada
16;1323;UNIVERSITAS NEGERI JAKARTA;13231016;STATISTIKA;Sarjana;16;343;Tidak Ada
17;1323;UNIVERSITAS NEGERI JAKARTA;13231017;REKAYASA KESELAMATAN KEBAKARAN;Sarjana;12;225;Tidak Ada
18;1323;UNIVERSITAS NEGERI JAKARTA;13231018;TEKNIK MESIN;Sarjana;18;629;Tidak Ada
19;1323;UNIVERSITAS NEGERI JAKARTA;13231019;SISTEM DAN TEKNOLOGI INFORMASI;Sarjana;12;701;Tidak Ada
20;1323;UNIVERSITAS NEGERI JAKARTA;13231020;TEKNOLOGI PENDIDIKAN;Sarjana;27;203;Tidak Ada
21;1323;UNIVERSITAS NEGERI JAKARTA;13231021;PENDIDIKAN KHUSUS;Sarjana;30;178;Tidak Ada
22;1323;UNIVERSITAS NEGERI JAKARTA;13231022;MANAJEMEN PENDIDIKAN;Sarjana;30;374;Tidak Ada
23;1323;UNIVERSITAS NEGERI JAKARTA;13231023;PENDIDIKAN MASYARAKAT;Sarjana;30;301;Tidak Ada
24;1323;UNIVERSITAS NEGERI JAKARTA;13231024;PEND. GURU PAUD;Sarjana;24;256;Tidak Ada
25;1323;UNIVERSITAS NEGERI JAKARTA;13231025;BIMBINGAN & KONSELING;Sarjana;26;466;Tidak Ada
26;1323;UNIVERSITAS NEGERI JAKARTA;13231026;PENDIDIKAN GURU SEKOLAH DASAR;Sarjana;39;997;Tidak Ada
27;1323;UNIVERSITAS NEGERI JAKARTA;13231027;PSIKOLOGI;Sarjana;89;1687;Tidak Ada
28;1323;UNIVERSITAS NEGERI JAKARTA;13231028;PENDIDIKAN BAHASA INDONESIA;Sarjana;24;343;Tidak Ada
29;1323;UNIVERSITAS NEGERI JAKARTA;13231029;SASTRA INDONESIA;Sarjana;24;322;Tidak Ada
30;1323;UNIVERSITAS NEGERI JAKARTA;13231030;PENDIDIKAN BAHASA INGGRIS;Sarjana;30;513;Tidak Ada
31;1323;UNIVERSITAS NEGERI JAKARTA;13231031;SASTRA INGGRIS;Sarjana;40;810;Tidak Ada
32;1323;UNIVERSITAS NEGERI JAKARTA;13231032;PENDIDIKAN BAHASA PRANCIS;Sarjana;24;148;Tidak Ada
33;1323;UNIVERSITAS NEGERI JAKARTA;13231033;PENDIDIKAN BAHASA JERMAN;Sarjana;24;163;Tidak Ada
34;1323;UNIVERSITAS NEGERI JAKARTA;13231034;PENDIDIKAN BAHASA ARAB;Sarjana;40;316;Tidak Ada
35;1323;UNIVERSITAS NEGERI JAKARTA;13231035;PENDIDIKAN BAHASA JEPANG;Sarjana;24;411;Tidak Ada
36;1323;UNIVERSITAS NEGERI JAKARTA;13231036;PENDIDIKAN TARI;Sarjana;24;150;Tari
37;1323;UNIVERSITAS NEGERI JAKARTA;13231037;PENDIDIKAN MUSIK;Sarjana;15;95;Musik
38;1323;UNIVERSITAS NEGERI JAKARTA;13231038;PENDIDIKAN SENI RUPA;Sarjana;15;193;Seni Rupa, Desain, dan Kriya
39;1323;UNIVERSITAS NEGERI JAKARTA;13231039;PENDIDIKAN PANCASILA & KEWARGANEGARAAN;Sarjana;24;258;Tidak Ada
40;1323;UNIVERSITAS NEGERI JAKARTA;13231040;PENDIDIKAN GEOGRAFI;Sarjana;24;253;Tidak Ada
41;1323;UNIVERSITAS NEGERI JAKARTA;13231041;PENDIDIKAN SEJARAH;Sarjana;24;252;Tidak Ada
42;1323;UNIVERSITAS NEGERI JAKARTA;13231042;PENDIDIKAN AGAMA ISLAM;Sarjana;30;619;Tidak Ada
43;1323;UNIVERSITAS NEGERI JAKARTA;13231043;SOSIOLOGI;Sarjana;16;345;Tidak Ada
44;1323;UNIVERSITAS NEGERI JAKARTA;13231044;PENDIDIKAN SOSIOLOGI;Sarjana;24;294;Tidak Ada
45;1323;UNIVERSITAS NEGERI JAKARTA;13231045;PENDIDIKAN KESEJAHTERAAN KELUARGA;Sarjana;12;179;Tidak Ada
46;1323;UNIVERSITAS NEGERI JAKARTA;13231046;PENDIDIKAN JASMANI;Sarjana;59;304;Olahraga
47;1323;UNIVERSITAS NEGERI JAKARTA;13231047;PENDIDIKAN KEPELATIHAN  OLAHRAGA;Sarjana;36;245;Olahraga
48;1323;UNIVERSITAS NEGERI JAKARTA;13231048;PENDIDIKAN EKONOMI;Sarjana;29;315;Tidak Ada
49;1323;UNIVERSITAS NEGERI JAKARTA;13231049;MANAJEMEN;Sarjana;47;2530;Tidak Ada
50;1323;UNIVERSITAS NEGERI JAKARTA;13231050;AKUNTANSI;Sarjana;39;1768;Tidak Ada
51;1323;UNIVERSITAS NEGERI JAKARTA;13231051;PENDIDIKAN ILMU PENGETAHUAN SOSIAL;Sarjana;24;213;Tidak Ada
52;1323;UNIVERSITAS NEGERI JAKARTA;13231052;PENDIDIKAN TATA BOGA;Sarjana;12;448;Tidak Ada
53;1323;UNIVERSITAS NEGERI JAKARTA;13231053;PENDIDIKAN TATA BUSANA;Sarjana;12;282;Tidak Ada
54;1323;UNIVERSITAS NEGERI JAKARTA;13231054;PENDIDIKAN TATA RIAS;Sarjana;18;333;Tidak Ada
55;1323;UNIVERSITAS NEGERI JAKARTA;13231055;PENDIDIKAN BISNIS;Sarjana;29;376;Tidak Ada
56;1323;UNIVERSITAS NEGERI JAKARTA;13231056;PENDIDIKAN BAHASA MANDARIN;Sarjana;18;220;Tidak Ada
57;1323;UNIVERSITAS NEGERI JAKARTA;13231057;PENDIDIKAN ADMINISTRASI PERKANTORAN;Sarjana;29;529;Tidak Ada
58;1323;UNIVERSITAS NEGERI JAKARTA;13231058;OLAHRAGA REKREASI;Sarjana;30;91;Olahraga
59;1323;UNIVERSITAS NEGERI JAKARTA;13231059;KEPELATIHAN KECABANGAN OLAHRAGA;Sarjana;27;145;Olahraga
60;1323;UNIVERSITAS NEGERI JAKARTA;13231060;ILMU KOMUNIKASI;Sarjana;16;1429;Tidak Ada
61;1323;UNIVERSITAS NEGERI JAKARTA;13231061;GEOGRAFI;Sarjana;20;304;Tidak Ada
62;1323;UNIVERSITAS NEGERI JAKARTA;13231062;BISNIS DIGITAL;Sarjana;36;1287;Tidak Ada
63;1323;UNIVERSITAS NEGERI JAKARTA;13231063;PENDIDIKAN AKUNTANSI;Sarjana;33;406;Tidak Ada
64;1323;UNIVERSITAS NEGERI JAKARTA;13231076;PERPUSTAKAAN DAN SAINS INFORMASI;Sarjana;16;263;Tidak Ada
65;1323;UNIVERSITAS NEGERI JAKARTA;13231077;ILMU HUKUM;Sarjana;20;638;Tidak Ada
66;1323;UNIVERSITAS NEGERI JAKARTA;13231078;EKONOMI DAN KEUANGAN ISLAM;Sarjana;16;;Tidak Ada
67;1323;UNIVERSITAS NEGERI JAKARTA;13231079;ILMU EKONOMI;Sarjana;16;;Tidak Ada
68;1323;UNIVERSITAS NEGERI JAKARTA;13232064;HUBUNGAN MASYARAKAT DAN KOMUNIKASI DIGITAL;Sarjana Terapan;30;754;Tidak Ada
69;1323;UNIVERSITAS NEGERI JAKARTA;13232065;USAHA PERJALANAN WISATA;Sarjana Terapan;24;552;Tidak Ada
70;1323;UNIVERSITAS NEGERI JAKARTA;13232066;TEKNOLOGI REKAYASA OTOMASI;Sarjana Terapan;18;196;Tidak Ada
71;1323;UNIVERSITAS NEGERI JAKARTA;13232067;TEKNOLOGI REKAYASA MANUFAKTUR;Sarjana Terapan;12;137;Tidak Ada
72;1323;UNIVERSITAS NEGERI JAKARTA;13232068;TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG;Sarjana Terapan;16;207;Tidak Ada
73;1323;UNIVERSITAS NEGERI JAKARTA;13232069;MANAJEMEN PELABUHAN DAN LOGISTIK MARITIM;Sarjana Terapan;12;314;Tidak Ada
74;1323;UNIVERSITAS NEGERI JAKARTA;13232070;SENI KULINER DAN PENGOLAHAN JASA MAKANAN;Sarjana Terapan;12;571;Tidak Ada
75;1323;UNIVERSITAS NEGERI JAKARTA;13232071;DESAIN MODE;Sarjana Terapan;12;266;Tidak Ada
76;1323;UNIVERSITAS NEGERI JAKARTA;13232072;KOSMETIK DAN PERAWATAN KECANTIKAN;Sarjana Terapan;18;314;Tidak Ada
77;1323;UNIVERSITAS NEGERI JAKARTA;13232073;PEMASARAN DIGITAL;Sarjana Terapan;29;548;Tidak Ada
78;1323;UNIVERSITAS NEGERI JAKARTA;13232074;ADMINISTRASI PERKANTORAN DIGITAL;Sarjana Terapan;29;753;Tidak Ada
79;1323;UNIVERSITAS NEGERI JAKARTA;13232075;AKUNTANSI SEKTOR PUBLIK;Sarjana Terapan;29;655;Tidak Ada
1;1324;"UPN ""VETERAN"" JAKARTA";13241001;TEKNIK MESIN;Sarjana;28;521;Tidak Ada
2;1324;"UPN ""VETERAN"" JAKARTA";13241002;TEKNIK PERKAPALAN;Sarjana;14;263;Tidak Ada
3;1324;"UPN ""VETERAN"" JAKARTA";13241003;TEKNIK INDUSTRI;Sarjana;28;929;Tidak Ada
4;1324;"UPN ""VETERAN"" JAKARTA";13241004;INFORMATIKA;Sarjana;42;930;Tidak Ada
5;1324;"UPN ""VETERAN"" JAKARTA";13241005;SISTEM INFORMASI;Sarjana;42;1132;Tidak Ada
6;1324;"UPN ""VETERAN"" JAKARTA";13241006;KEDOKTERAN;Sarjana;41;928;Tidak Ada
7;1324;"UPN ""VETERAN"" JAKARTA";13241007;KEPERAWATAN;Sarjana;28;1098;Tidak Ada
8;1324;"UPN ""VETERAN"" JAKARTA";13241008;KESEHATAN MASYARAKAT;Sarjana;42;1026;Tidak Ada
9;1324;"UPN ""VETERAN"" JAKARTA";13241009;GIZI;Sarjana;28;741;Tidak Ada
